class,taxa_labels,locus_1003,locus_1008,locus_100,locus_1012,locus_1015,locus_1017,locus_1022,locus_1024,locus_1025,locus_102,locus_1031,locus_1041,locus_1045,locus_1051,locus_1056,locus_1057,locus_1063,locus_1067,locus_106,locus_1075,locus_1087,locus_1095,locus_1101,locus_1102,locus_1103,locus_1108,locus_1114,locus_1121,locus_1123,locus_112,locus_1130,locus_1138,locus_114,locus_1152,locus_1154,locus_1167,locus_1174,locus_1175,locus_1177,locus_1183,locus_1186,locus_118,locus_1192,locus_1193,locus_1194,locus_1195,locus_1196,locus_1198,locus_119,locus_1201,locus_1203,locus_1205,locus_1213,locus_1214,locus_1222,locus_1223,locus_1232,locus_1234,locus_1260,locus_1268,locus_126,locus_1287,locus_1293,locus_1306,locus_1308,locus_1310,locus_1311,locus_1313,locus_1315,locus_1318,locus_1328,locus_1329,locus_1331,locus_1339,locus_1345,locus_1351,locus_1353,locus_1357,locus_1363,locus_1365,locus_1368,locus_1378,locus_137,locus_1381,locus_1384,locus_1392,locus_1396,locus_1404,locus_1406,locus_1424,locus_1425,locus_1429,locus_1432,locus_1437,locus_1441,locus_1442,locus_1444,locus_1445,locus_1448,locus_1451,locus_1456,locus_1457,locus_1458,locus_1459,locus_1463,locus_1464,locus_1481,locus_1487,locus_1491,locus_1497,locus_1498,locus_1501,locus_1503,locus_1504,locus_1515,locus_1519,locus_1521,locus_1528,locus_1530,locus_1535,locus_1537,locus_1544,locus_154,locus_1550,locus_1551,locus_1559,locus_1567,locus_1568,locus_156,locus_1574,locus_1596,locus_1598,locus_1603,locus_1604,locus_1607,locus_1621,locus_1623,locus_1643,locus_1646,locus_1647,locus_1649,locus_1650,locus_1652,locus_1661,locus_1663,locus_166,locus_1673,locus_1677,locus_1683,locus_1684,locus_1696,locus_1701,locus_1704,locus_1709,locus_1719,locus_1720,locus_1727,locus_1728,locus_1752,locus_1754,locus_1762,locus_1766,locus_1767,locus_1770,locus_1779,locus_1780,locus_1786,locus_1794,locus_1796,locus_1798,locus_17,locus_1803,locus_1807,locus_1814,locus_1819,locus_181,locus_1833,locus_1845,locus_1848,locus_1851,locus_1854,locus_185,locus_1866,locus_1867,locus_186,locus_1872,locus_1875,locus_1884,locus_1891,locus_1900,locus_1902,locus_1918,locus_1929,locus_192,locus_1938,locus_1943,locus_1947,locus_1951,locus_1955,locus_1962,locus_1963,locus_1973,locus_1975,locus_1978,locus_1983,locus_1985,locus_1987,locus_1992,locus_2004,locus_2015,locus_2024,locus_2027,locus_2033,locus_2034,locus_2038,locus_2039,locus_2048,locus_2052,locus_2055,locus_2069,locus_206,locus_2082,locus_2087,locus_2090,locus_2104,locus_2105,locus_2109,locus_2110,locus_2124,locus_2126,locus_2131,locus_2132,locus_213,locus_2140,locus_2152,locus_2157,locus_2163,locus_2164,locus_2165,locus_2168,locus_2173,locus_2174,locus_2180,locus_2182,locus_2185,locus_2194,locus_2197,locus_2203,locus_2210,locus_2216,locus_2217,locus_2227,locus_2236,locus_2242,locus_2244,locus_2245,locus_2246,locus_224,locus_2255,locus_2256,locus_2258,locus_2267,locus_2270,locus_2278,locus_2281,locus_2293,locus_2295,locus_2301,locus_2303,locus_2308,locus_2323,locus_2329,locus_2333,locus_2344,locus_2348,locus_2352,locus_2354,locus_2369,locus_2376,locus_2388,locus_2395,locus_239,locus_2404,locus_2418,locus_2424,locus_2428,locus_2437,locus_2438,locus_2443,locus_2444,locus_2455,locus_2458,locus_2460,locus_2467,locus_246,locus_2477,locus_2481,locus_2485,locus_2489,locus_2490,locus_2491,locus_2494,locus_24,locus_2501,locus_2507,locus_2508,locus_2511,locus_2512,locus_2522,locus_2523,locus_2528,locus_2532,locus_2536,locus_2541,locus_2545,locus_2553,locus_2557,locus_2558,locus_256,locus_2572,locus_257,locus_2586,locus_258,locus_2590,locus_2595,locus_259,locus_2600,locus_2605,locus_2611,locus_2612,locus_2614,locus_261,locus_2620,locus_2637,locus_2649,locus_265,locus_266,locus_2674,locus_2679,locus_2687,locus_2692,locus_2693,locus_2694,locus_2695,locus_2696,locus_2697,locus_2705,locus_270,locus_2777,locus_27,locus_2831,locus_284,locus_2852,locus_291,locus_2941,locus_297,locus_300,locus_3018,locus_3059,locus_306,locus_3083,locus_309,locus_311,locus_318,locus_3277,locus_3304,locus_3307,locus_331,locus_335,locus_3368,locus_338,locus_3395,locus_33,locus_3407,locus_3416,locus_342,locus_343,locus_348,locus_350,locus_354,locus_356,locus_3586,locus_359,locus_364,locus_365,locus_367,locus_373,locus_387,locus_389,locus_390,locus_3943,locus_3,locus_400,locus_414,locus_41,locus_423,locus_432,locus_433,locus_435,locus_436,locus_438,locus_445,locus_449,locus_452,locus_4550,locus_459,locus_461,locus_4661,locus_469,locus_473,locus_482,locus_483,locus_485,locus_486,locus_4870,locus_500,locus_503,locus_504,locus_507,locus_5086,locus_510,locus_518,locus_51,locus_521,locus_522,locus_5259,locus_525,locus_528,locus_530,locus_533,locus_534,locus_535,locus_53,locus_541,locus_546,locus_5524,locus_553,locus_554,locus_556,locus_575,locus_580,locus_58,locus_592,locus_59,locus_616,locus_628,locus_631,locus_640,locus_641,locus_642,locus_644,locus_646,locus_649,locus_651,locus_654,locus_656,locus_65,locus_668,locus_670,locus_671,locus_680,locus_683,locus_684,locus_688,locus_694,locus_697,locus_700,locus_702,locus_703,locus_712,locus_714,locus_719,locus_721,locus_724,locus_727,locus_728,locus_729,locus_730,locus_736,locus_740,locus_752,locus_759,locus_760,locus_774,locus_780,locus_789,locus_800,locus_80,locus_811,locus_822,locus_826,locus_830,locus_834,locus_836,locus_83,locus_855,locus_865,locus_870,locus_875,locus_879,locus_891,locus_896,locus_898,locus_89,locus_902,locus_904,locus_913,locus_915,locus_920,locus_925,locus_926,locus_929,locus_92,locus_932,locus_933,locus_945,locus_948,locus_953,locus_954,locus_958,locus_95,locus_960,locus_963,locus_964,locus_978,locus_97,locus_981,locus_996,locus_999,locus_9
1,F_salicifolia_FICU00029_0001,-20.6754494078537,-2.21049849059815,9.1916978874687,NA,-13.301160355623,-37.5881646027961,NA,-1.15800907228354,-25.3890166682899,-30.0339666090508,-26.5921623289071,-27.3158119080114,NA,-27.9480938291476,-19.0011291419268,-17.5895521272034,NA,NA,4.11633898316648,-32.9284869932724,-2.47306665798475,-29.0817514655742,-7.52372727071402,-12.8822784560421,NA,-10.1022352574785,-29.6687398025221,NA,-0.0318430891812049,-5.65573444816122,-18.7438110138103,-18.2899971305083,20.4693141687449,NA,-16.3208009193238,NA,6.12139795434035,-26.9222760187464,-32.2179507211054,-20.771330920722,-23.7911717675821,-7.90546766468495,-15.3028421152931,-22.2633250254065,-7.04734889567319,15.875469484619,-21.5717604679543,NA,2.51955692350845,-12.6997962935892,-6.14418155937435,-8.19593819972796,-10.9433249432476,NA,-0.535206427898138,-28.8801928283843,-17.0429349516301,-24.840654436287,-11.5802968535301,-17.8343442137142,-39.5904566020269,-2.40766396679317,-10.1460536594572,NA,-9.53404425888791,-29.1950230228782,-17.5421348972654,-11.3631888482315,-26.1414934353562,-4.70732968474228,NA,-19.4513745075693,-32.1816097628705,-23.4924800047319,-20.9146005357599,-14.7852859422804,-18.5299066062057,-16.5929087790138,NA,-15.1307642995749,-23.4157310991885,-2.07921515789599,NA,-17.0069181433131,-7.82081095588972,9.69201146430789,6.57805404795713,-24.4747892550966,-2.95918897409265,-25.676870019706,-14.0785789341563,-19.1801795177569,-26.163538579594,-30.5256649568815,6.24143528534167,-16.5378777942888,7.27367103507479,-24.2723061825454,NA,-20.7173399314745,-8.78855453357147,-11.3271794805779,-23.6508071937058,-22.2760567319524,-13.2022790976453,-5.14581808177661,NA,-18.0093257566462,-4.13554053453307,-15.1042263727111,NA,NA,-27.6266288310236,NA,-12.445647145218,4.11729221415347,-34.152232157428,-20.5405295454581,-13.8084529940709,7.95164018476668,NA,-4.47729861223021,-17.792391232104,-1.82840567348042,-12.1267966966054,-23.7895987461814,9.29930300329504,NA,-6.44552784084557,-28.5874122144303,-13.3845429945645,-12.8829975089105,0.81784918892418,NA,-5.28542510411831,-5.38650122311305,-12.7950351763486,-19.9706830427694,-27.7217054489813,-8.91666675121891,-8.90255134599711,-16.9807339558856,-26.41039752847,-27.9283247073984,-14.4349451959308,NA,8.23573648804743,-18.0041387077408,-20.1700544074798,-24.3818597713683,-30.178685493063,7.08490612415249,19.112750705842,-6.23238901666439,-23.3160637045155,-26.3002987807731,-22.7912083369323,NA,1.13786526103425,-0.46681409802185,NA,NA,36.6482850594815,-4.12628326610265,-16.7422541917387,-17.5426899655728,-25.1814265652492,-11.9066087776117,-18.3453197888093,29.1735864745569,NA,-20.8415284402433,33.9978674124897,-14.5875738136763,-15.9564159094047,-22.778659107315,-7.90770406683474,2.98137424467608,-5.01141562754063,-27.8929916267305,-37.4073252696457,-32.3579399905962,-15.1519935237841,NA,-18.3155773536817,-3.32559601757528,37.7886800678304,14.224847559864,NA,-33.2360953922,NA,NA,35.668092236847,-29.5150412771572,-40.1641481962454,-3.10010414232476,-25.4888090851129,NA,-18.8749414348214,-19.3902051442678,14.4945276085313,17.4613141392107,-28.1152529415493,-5.51462450642278,-31.4220470439018,NA,-21.4845922276258,-3.83388167906208,-4.8032597270445,0.386381003020042,-15.8429686454785,-22.160038476198,-10.1817202778183,-13.7300253584805,-24.970864945694,-18.5990801557421,-29.0171628718206,-18.080023217633,-23.5323639943673,NA,-7.8125746260554,-7.73434212370526,-13.4317785329451,-10.6105331612235,-24.8258489233739,-22.1913939773448,-7.04870231909969,-34.1875313529844,-2.77986605615063,-24.0108316326378,17.0664820443956,-1.4521234538945,-20.1063447914769,-18.940714958943,NA,-44.1203408449676,-17.0907653273462,-5.1156716833551,-15.2461309731381,-20.428431410768,-19.6119825751753,-3.20986256129879,11.5540724475342,NA,-20.7508872667398,-35.6337949471695,NA,NA,-15.3678453112094,-25.682739792566,-8.14887727264958,NA,-26.527185707804,-25.1573156275235,20.6520296280023,-36.2750519127903,-29.2884951655827,-14.2703284368927,-13.3563181603773,23.4977816111126,8.8486007283411,15.3941394421464,NA,-21.3303708327084,11.2108577921058,NA,5.89827868701212,-23.2689080339373,NA,-20.6204730067407,-11.428216851748,-9.19593557508231,-20.2524458279413,0.5671537635489,-30.1492732927038,-4.99809068276918,NA,-4.4547925748996,8.29901921864886,NA,-21.2086708300575,-5.79996127167268,-19.5416594340675,-4.48645030483592,-45.3988698974978,NA,27.1487557467162,NA,-21.4447695280847,NA,NA,NA,9.05174269380426,-14.9498608557241,NA,-20.6061460998435,-13.0771123869947,NA,-29.930751321544,-21.6003188453114,-26.6827120808954,-22.0084814167604,-17.4606888445987,NA,-12.3302750875917,-13.234334946911,-3.78494013148035,-29.3843139312565,-14.9994171186255,-19.5893777721862,-23.1818604867677,-17.2161471019111,NA,-32.0719911870325,-41.5870524244825,NA,-1.80064935752332,-25.3221070072408,-26.6123215668613,-6.8973871957032,-25.7570522777033,NA,-4.44789864910419,21.7253769673533,-32.1762075070835,-16.8382632091742,NA,5.17568591842972,-3.14735308464711,NA,-9.46658826662303,-44.305682742175,NA,-27.7221335231253,-15.5228554046735,-24.58484464199,NA,-17.4856842555787,14.7275169471988,-10.0602544262447,-16.5931624148501,-14.7692736131873,NA,-7.77536466919116,27.0475557214581,18.2036878188428,11.7559575254957,NA,10.8998773602359,-29.9265735838442,NA,-18.0996707652957,NA,NA,-29.3634472766405,-19.7723765705083,-18.1631462784631,-15.9564722784679,-14.4400459520529,-20.0665971510563,-16.8888675153656,-21.6059114029215,-13.6730619253113,-17.463489453879,NA,-20.4093442491955,-5.64467627415356,-12.606724447029,NA,NA,4.04836782216205,-19.4065817976461,-14.075302570352,-18.2831470149758,33.0449616717366,NA,-15.6677255643474,-15.1667633530479,NA,-13.2756595880711,NA,-39.0870067460536,-22.1399729995106,-31.5026490040907,-21.8902848814797,-28.4375629915501,NA,-11.8952089158687,-39.2343049754088,2.54899729907101,-14.7733866748899,NA,19.7589540327057,NA,-17.9774501366229,-4.72520759156433,-23.2479782468245,-0.251979163704574,NA,-0.460658759180832,3.17599156725368,NA,-15.2441653325034,-15.2656953651631,-19.5424725569856,-23.3786209418007,13.3656497039477,16.8244413960965,-18.0885956082167,-19.7974006987011,-23.413299457693,-16.5893198490465,5.30609238395126,-27.5585795259837,-16.6779261110107,-24.9181329614957,-15.3006220052063,NA,-15.355872547166,-0.287447373151395,43.7352603377196,13.6424681418146,-16.0042598875877,16.4438677966058,-19.4510526436751,-8.17476388782628,-15.5145203056004,NA,31.2610590251249,3.59992333469015,-23.1125903450869,-7.8347699258956,-17.1568710196347,4.9582314680888,-1.2174664946607,-20.4851704884372,30.1573106074789,3.82909615497304,-12.895677178994,NA,-8.16915519855813,-6.43433969599961,1.44386616843766,-27.007276779282,1.04596082643242,NA,NA,NA,-38.8597389655408,17.360115702139,-7.66679672721945,5.39022385496886,-15.9994398701132,-20.0537319566239,-8.99093974140019,26.1681498466168,-8.45896297635634,-29.5345968052627,-1.52248176328817,72.9806778823901,NA,NA,-25.4164048327431,-11.3919959608776,4.20527965016615,7.67282569980214,15.870163217446,-16.4154697394527,-14.6574465962375,16.2633562119515,-9.55895316600405,-29.5163488107505,NA,-17.6402668620516,-25.9995499839724,19.2548096570872,-0.306654904861658,-32.7521030956962,1.73901413318283,-40.602481456054,-17.3059977172639,-19.0369262034852,-16.9415672719655,5.95205429363515,NA,6.55126203894774,NA,NA,-27.6454190752109,-25.2654518401612,-0.57350509880183,-2.65624668964338,NA,10.302260872383,-27.2907607822178,-8.4381516632387,-14.9811292085045,-0.135640922539237,-39.7388006178389,NA,-17.4096304789438,-22.2013944459165,-11.6060410216622,-26.0667112723606,-0.843486982138109,26.9628999959597,-10.5606913887449,2.02546003398771,-22.3263126066691,-12.352856079272,3.16806035706061,NA,-29.663384264911,-2.22017923876277,39.6622413191591,NA,-16.7423134321122,-10.1474550869848,-30.0073839516182,38.8369307343005,-30.0193389848688,NA,-13.708072778708,0.286332134499423,-25.4596272734064,-16.6290295022158,1.33575157762538,-26.0389647976626,-6.36487274833846,-15.5357796662819
1,F_nymphaeifolia_FICU00033_0001,NA,-22.4984113743884,0.934123548807464,NA,-24.0381130426728,-22.8405297285979,-10.0466545889015,73.4433336421161,-16.6353831363296,NA,-19.9594484696665,-8.06474565522231,16.0775674136556,NA,-0.412595277205041,-33.2059340380907,-24.3292268428055,-45.1826822881169,NA,-1.98019739222903,5.37533020636942,-14.1243257561251,NA,-43.187923735909,NA,-26.3717702260983,NA,-24.5999369025434,NA,-17.2317688315969,-20.2750290876895,-13.8777457942802,NA,-8.13020201018599,-14.7100105161909,7.0686413884308,-2.26452494076214,-16.2325274606985,-15.4683714688657,26.3319875147842,-47.8697829773841,-14.1582310757363,-22.3753519593497,-29.0579067264037,-4.51454264071041,-13.4274213051026,NA,-18.97005027809,-1.99136440050278,-14.5954158164857,0.343101825348069,-7.97658791666471,NA,-19.115003836815,NA,-34.2412617324875,-11.7641862917371,-9.63605412585383,-6.74248165964867,-0.53550720849519,-23.0327834220352,NA,-6.43786176966303,-21.6859905180444,10.2818795600764,-21.2608280066596,-27.3528003906376,2.40086242268756,0.767740459624644,-6.10437641533102,-14.2532575339185,-31.2389303275036,-5.20772710513391,-17.4892854813284,NA,-22.1848610851117,-23.7897727638074,-23.3529834449314,NA,-29.9336710225778,-23.0243336120145,-13.229970185567,-4.47201135622047,-21.3278117388131,-27.8041343290961,NA,NA,-42.7665603751353,-3.86074497313963,NA,-7.62999032435649,-7.92949632270141,-24.993398364738,NA,-22.5059062854497,-4.94344599167199,-19.8215258912336,NA,-10.9304832390401,-23.1148338071579,-19.8555443048653,-14.9743915268987,NA,-26.0031146359494,-11.4897167975205,1.26893981737801,NA,-22.0520421858243,-0.466699528579262,4.87877594960333,-20.8435481493749,-30.1371890113474,-33.7783614933531,-11.798526673371,NA,NA,-27.3611166502679,15.4731840102934,NA,-29.2196945757424,-3.70998521683109,-17.4235149184578,26.156497446737,-27.6755124266421,-21.9835627044892,-9.70786235485848,-45.3136760391383,-23.6473511918954,NA,NA,-20.4784290256222,NA,-12.4793902670698,-5.85278714196168,-16.985193119834,-18.7524672125715,-5.1755555327887,-8.381765255241,-29.8895508017865,-6.02916739428281,-24.3836138779434,NA,-8.08828177823415,NA,-4.4148558393649,-47.6244169158941,11.9356809184433,-10.6853999687858,-18.5328219841369,NA,-27.1231961727943,-24.0916623574173,-23.0084661371428,-5.40162948372679,-12.6351292476273,-16.6934808202672,NA,0.213828491120971,3.93102797163727,-33.0564888766638,-20.7893407081775,-14.4445728698277,-3.42259804230158,18.542519627812,-4.60666266762153,-31.7389500661417,NA,NA,-16.6575501577945,-27.4799855448285,-10.8502059833454,-16.1732808672361,-27.3324754766855,-21.0002271829378,-9.83938021923978,-25.4534898927476,-13.1180365556572,-17.4482901318835,-23.7429450570997,26.4331934921903,-3.06207535099083,-24.8639398591148,-5.39395499916833,-45.2607936610041,8.20492330419775,-6.49892050173932,-31.3212492616202,3.57821174158908,-34.7325389927306,-6.67510601246951,-21.0337724781712,20.3833198389616,NA,-3.94976225871774,-20.9054733202978,-4.79373188969054,-29.1145600698107,-21.3729995398567,8.30192699459524,-12.2407092680066,-44.2116648947811,6.8731540197676,NA,-17.2012687572944,NA,-24.3432235737835,-8.98216002135736,-22.7127320205352,NA,-11.4588423454494,-24.1597927031439,-9.05999938941041,-16.8410174332823,-27.9203582804258,23.7996018716445,-21.5075808647524,-22.9065401219042,-19.4555970952669,NA,-7.92140599939317,1.778166421466,-10.3777084673647,-23.1409026175182,5.27380422312287,22.4611778621687,-33.332921530143,-16.0289666262701,-32.7388412896983,-17.4067163828624,14.8941875491402,-1.0571517534971,1.04583164340477,-22.8453515807326,15.1488917192427,-13.8179641583924,-20.6730152455959,-5.94183879773955,-1.29077320930809,2.70581672303174,-17.6413586954849,NA,5.39160269175574,1.73318542801499,-30.4148728061895,-19.4174877483827,-23.2041292495463,-25.3215747703812,NA,-9.03724942272739,-17.7938614795235,NA,-14.6636701879169,-13.2662742293955,-27.3846789564069,-33.5007086277783,NA,-24.3555920847518,-18.5637303583846,-21.4661795560614,-22.6048379813219,-21.7514686713445,-18.5803109578077,-45.4033510913504,2.54962070910549,55.3146006095398,-25.1214749094299,-13.889400054049,-27.7197347592577,-41.384383335172,NA,-3.66337757723055,-21.6803356720664,NA,-7.38867618075442,0.563956584745617,-15.9637458533626,-11.8102573115885,-7.49996019426066,-5.04864784238348,-14.423777601988,-25.8987970616857,-11.1564865340688,5.10327373123083,NA,NA,NA,-27.4671106633073,-23.2021528731518,-7.45206574578624,-11.7918310699071,33.1602144008128,-17.2965304382051,-30.5617818774757,-3.93240549279178,2.3552789677896,NA,-31.7074538415151,-13.0993762138357,NA,-9.96806380180263,-33.5757622880619,11.2700294156428,-11.2928534522317,-16.6567118048517,-8.37426107164968,NA,-3.91415268370273,NA,-1.07038267024477,-22.9715485406093,NA,1.85948679261145,-24.0580334874982,-17.0867364089142,NA,NA,-32.7692545058862,-28.6070106712821,-1.86343711669557,0.0670306155723166,0.804067089922378,16.6899953004219,23.287558746936,-13.8677872418277,NA,-36.5232251468393,1.48433103715935,18.6927727696658,-28.1296117599498,12.5424938187758,-1.78139784557501,-19.8896763279408,-3.26701964527522,NA,NA,-12.1190378721557,-7.62523711158493,-27.2988685730809,NA,NA,-15.9514340720124,7.54093209711986,4.28401285483966,-39.9360049406268,-13.2872154115178,17.5178256147871,14.6141039058468,-18.4824425883912,-17.6487865979927,7.0978287350091,NA,NA,3.99815581969929,-29.4771226933341,3.30337793733255,-14.8649453281867,-19.2323181309427,4.34328524623395,31.3536070226616,-25.7574759772716,-45.2985908658562,-9.38235900957408,NA,-27.8009905671255,-35.2503516040066,15.5749256589432,-30.1592336162623,-22.2559075270577,-15.4809386709717,9.02654202341762,NA,-5.12249185067416,NA,-22.2609875882149,-19.1005016893588,-19.5778227252304,-17.5465999273149,-25.9812054227807,-20.530482623795,-11.8465912261865,21.09994778102,NA,-5.26208900362398,18.6465145275389,-31.8564716707475,NA,-28.2355457215953,-0.609486022880934,-26.480656200517,10.6683201998599,NA,6.19203342657124,-20.274555801415,33.353510274391,-37.4838351715161,-19.1395716689554,-3.78755061372259,-0.947179440538848,NA,-9.91562957137682,-4.41311491191687,NA,NA,NA,NA,22.1041820906796,-15.8673410776924,NA,-19.3813856256869,-11.5201546961692,NA,-16.5276435152142,-18.928916427263,-16.1316964647373,NA,-31.7134522964922,-22.9942370482608,-33.7378640261022,NA,NA,-9.85913147678017,5.36502819848872,-6.258115631286,-20.8233350238872,-2.27458628777151,NA,NA,-9.95874277258204,-30.756564463317,-5.72361682974939,-19.725804124506,-29.0793483204311,-17.3490566202195,1.53319548111879,-3.83233999580619,NA,-4.32617697302532,NA,NA,17.9894998480122,0.744872964471477,-16.5249737262967,2.44548561377076,4.17108419730039,-7.53068724756177,NA,-16.6408089099998,33.8069811718077,-4.06077838708778,-13.8569438278497,NA,0.607389965503291,-35.4993653455481,NA,-23.8366620893688,7.68039283971174,-11.8933515729029,31.605827588401,-12.3573650496429,-2.25212442075606,-5.21204263772107,29.8959990259548,-44.3721628695116,NA,-9.13141246405828,-2.96070976358417,-6.09680578172144,-26.570619207922,-22.3038688824426,7.16683477774753,-11.1301160873926,-30.471875669174,22.4850396231385,-2.71480383225645,-3.4541874263355,-2.19316450101339,-0.30480900344978,-18.0701679279786,39.0092154326829,NA,7.58843005747338,-45.4779565188157,0.0765202285514688,2.57588803698277,-8.97514312173573,NA,-3.99554666154005,-26.3157925638064,NA,NA,-16.4593917879631,-6.46824831597245,-18.8084169398121,-4.26691304893045,-38.9475044618091,NA,-22.9632245090261,NA,-28.4339582396425,-31.7364584314439,-23.1470492831022,-20.3765808286085,-12.9397053114033,-19.6092162445049,-3.87194514943568,-17.3235895051014,NA,-41.3906640451205,-26.2988557723148,-9.84073476601946,-9.02194421137414,-25.6835587670921,-10.4209451833655,-2.37478557073865,-39.8931483063699,-17.1414615896116,-24.0712694768968,-3.87988309790195,NA,NA,-33.6685480601108,NA,-5.39971745641024,-11.458550265219,-13.1587408314905,-17.0383400351069,-22.3992993769091,-10.646030549521,NA,-25.0368622804185
